state,district,market,commodity,variety,min_price,max_price,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Yield
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,11,6,25.0,28.69164799,96.65248672,6.081568052,178.9635457,2100
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,16,14,30.0,29.70931288,96.30484325,6.37466756,209.8453993,350
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,33,14,35.0,27.14865285,96.66355213,6.027707171,149.2433497,310
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,16,6,29.0,29.28725038,91.95614918,5.868285082,132.1491176,6410
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,32,11,31.0,25.06871967,93.31410447,6.205931638,134.8419069,6380
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,38,14,30.0,26.92449525,91.20106019,5.570745386,194.9022136,1785
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,8,6,33.0,28.27804288,93.64761266,6.095261013,171.9457959,670
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,23,6,33.0,29.18032562,92.73041222,6.025789594,204.9603677,1050
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,29,25,35.0,28.3575072,91.64509299,5.542873799,160.7306991,960
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,24,14,33.0,29.38072512,93.27565685,6.366219551,218.5241851,700
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,32,12,30.0,25.39241091,98.08951196,5.579845008,218.080385,1720
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,30,25,31.0,26.31270635,98.62048026,5.804965067,208.1181381,710
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,14,21,35.0,29.52501367,91.91185319,6.121005506,194.3100272,860
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,27,22,29.0,28.83214859,92.17170353,6.000248647,145.4172387,2540
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,40,5,29.0,28.48444906,97.76865458,5.820978791,160.389421,3540
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,17,11,32.0,28.74013335,93.39676499,5.620733794,156.7650823,4240
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,30,30,35.0,25.00872392,95.59224018,6.001936419,165.8092179,1890
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,28,10,30.0,29.8690834,91.14723422,6.305740522,192.7678575,2430
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,39,7,29.0,27.54273211,94.59086121,6.362544111,150.2012138,3085
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,32,20,35.0,26.52166434,98.38227669,5.588655387,144.6261698,6475
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,7,15,32.0,25.03512351,95.89739958,6.182232762,174.796583,850
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,29,17,29.0,29.20394909,95.66997327,5.959493188,211.2506267,1750
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,34,15,34.0,27.05826457,91.10510371,5.677282678,224.7006953,4140
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,14,23,25.0,26.18552389,96.96637916,5.612122797,135.4186222,500
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,18,19,29.0,27.59376845,92.48519606,6.206077742,162.8432736,1120
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,7,21,35.0,25.76011662,94.65830608,5.764812076,131.2451414,2250
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,24,27,34.0,28.87862994,95.11320315,6.203376525,145.0583117,3440
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,39,29,29.0,26.50908611,94.48414544,6.143662699,199.8778403,690
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,29,8,28.0,26.87037587,91.72546257,6.100429497,214.4128874,1845
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,10,24,27.0,27.57283516,94.90485697,5.708409601,145.9298935,4050
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,0,29,32.0,28.05912437,98.3670985,5.868255858,171.6516396,3750
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,32,11,31.0,29.51611558,92.56492864,6.461225827,131.2116167,3450
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,37,10,32.0,28.96318258,95.16333673,6.165084855,222.803013,1825
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,20,29,27.0,25.09897688,92.36099489,6.047044342,157.7592626,6200
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,31,29,35.0,27.1872282,92.19906776,6.137102505,141.3220576,2000
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,17,30,27.0,29.03065024,90.79093862,5.894027065,205.5720367,1735
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,1,12,30.0,27.754298,95.94643831,5.56222383,131.0900076,6250
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,6,13,29.0,27.31155708,99.96906006,5.832608028,201.8258633,6475
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,15,28,32.0,28.84270971,99.64328526,6.218571874,224.4016682,5430
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,27,24,29.0,26.61423461,96.97300803,6.142010637,191.006688,5010
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,3,23,30.0,29.70143197,95.65754365,6.078807239,215.1968037,6430
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,8,26,26.0,25.54759871,91.64194826,5.702484758,212.867626,980
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,20,28,26.0,26.37978453,91.49882979,5.547594847,167.0470997,820
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,26,18,27.0,27.45907759,92.90736493,5.836075368,142.1430003,2000
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,1,6,35.0,27.02269204,95.71935435,6.231662767,147.1682459,5360
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,27,30,31.0,28.98545306,90.73966792,5.718120393,148.8398374,1500
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,23,7,34.0,26.1055118,91.52421214,5.852038202,134.1279669,3170
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,0,26,31.0,25.0707247,95.02156793,5.547933273,192.9036306,4410
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,38,6,25.0,25.54963273,96.92786777,6.156259104,191.2996157,4090
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,25,12,26.0,28.56973521,95.67906668,6.436314406,134.8370348,6475
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,40,5,32.0,26.07010807,96.7036223,5.981169595,143.533473,860
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,0,19,31.0,25.51791333,94.38420565,6.271952833,178.7297725,4880
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,26,9,32.0,25.9490364,94.73860514,6.470465614,144.1571109,600
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,35,30,34.0,28.2974764,95.41122824,6.141502001,182.4482352,2320
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,19,30,30.0,29.56549169,91.40896307,5.826381164,224.8315729,500
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,31,13,33.0,29.69952329,95.21224392,6.342463714,148.3003692,1950
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,17,29,26.0,26.14162144,93.28415295,6.071897347,195.4115025,4130
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,2,30,30.0,26.00175125,94.79998418,6.331051715,209.540094,360
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,30,13,25.0,27.15116142,91.48889469,6.413184638,164.9182225,460
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,8,15,33.0,28.97318719,98.09861043,5.50158009,213.9011021,260
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,18,12,35.0,26.13958446,96.38580769,6.338720873,131.3387935,530
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,8,28,30.0,25.51618488,94.33465411,6.015672239,135.1272491,1932
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,40,22,29.0,27.55821802,99.98187601,5.735364307,174.6256481,400
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,27,10,33.0,27.81132822,97.48410555,6.465906333,154.0621221,460
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,21,20,31.0,25.60033702,99.7240104,5.855457599,165.8248732,450
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,3,9,35.0,26.91641934,99.84671638,6.318552973,225.6323656,5820
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,22,16,27.0,29.1797902,90.27214288,6.006784979,188.9252083,1310
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,27,8,30.0,26.44600063,98.29937782,6.008386283,221.2258168,1940
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,22,8,33.0,28.43572863,95.8840407,5.665785202,203.9283708,1280
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,28,27,32.0,28.94099669,93.00109012,5.764615485,191.7723087,1030
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,23,21,26.0,26.45488737,93.45042636,5.901495544,149.2220255,630
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,37,5,34.0,25.79490531,93.84150618,5.779032666,152.4238712,700
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,3050,3150,19,26,29.0,26.93141945,98.80313612,5.67154928,166.5712879,2090
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,18,30,29.0,26.7627493,92.86056895,6.420018717,224.5903664,2800
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,37,23,28.0,25.61294367,94.3138837,5.740054567,224.3206759,1400
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,13,28,33.0,28.130115,95.64807631,5.686972967,151.0761899,900
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,2,21,35.0,25.02887163,91.53720922,6.293662363,179.8248944,1000
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,10,18,35.0,27.79797651,99.64573002,6.381975465,181.6942283,900
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,7,11,32.0,29.25902906,95.11294697,5.542169139,184.7624496,900
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,39,5,31.0,27.10134661,93.69979946,5.551963184,150.9502632,6475
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,34,6,27.0,25.84726298,90.92669463,5.860740481,147.8888994,500
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,31,30,29.0,26.58580443,90.98617591,5.558807063,178.8116076,5800
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,25,7,35.0,28.38503882,99.18843684,5.55771171,189.6711349,900
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,16,18,26.0,28.43647052,91.81320717,5.568365926,145.5414413,1400
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,26,10,33.0,28.27298134,96.93649473,6.07071786,198.8234862,1500
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,27,8,32.0,27.00648436,96.46168931,5.627860549,144.3331315,3800
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,37,18,30.0,27.63551259,99.34854917,6.38488418,157.9171537,900
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,19,15,34.0,26.29644905,99.65809151,5.685889066,215.9195049,1775
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,0,19,33.0,27.1326009,95.23797989,6.234458417,204.7206567,1752
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,31,20,26.0,25.56567803,97.61361544,6.443168642,199.7936345,900
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,9,17,32.0,25.94951662,93.40548703,5.842317989,172.0540491,1400
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,22,11,29.0,28.03380598,95.01630593,5.955742971,218.0055713,900
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,31,6,26.0,29.12859129,91.30924833,5.741367375,157.2388553,900
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,34,6,30.0,27.0828252,97.00155491,5.948342571,171.7575545,1800
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,24,6,32.0,28.11321494,90.01734526,6.387067562,172.4813641,500
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,1,8,26.0,27.5136304,94.18955816,5.562911913,156.6732553,900
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,31,13,33.0,27.63834933,95.48763389,5.85971872,205.5463111,440
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,10,9,28.0,29.01256899,94.01014388,6.282955073,150.0500312,850
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,36,27,26.0,26.58413917,95.78923137,6.25449571,171.6262299,3100
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,38,24,33.0,28.28905147,97.00396405,5.973853124,142.9403233,500
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,11,6,25.0,28.69164799,96.65248672,6.081568052,178.9635457,2100
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,16,14,30.0,29.70931288,96.30484325,6.37466756,209.8453993,350
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,33,14,35.0,27.14865285,96.66355213,6.027707171,149.2433497,310
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,16,6,29.0,29.28725038,91.95614918,5.868285082,132.1491176,6410
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,32,11,31.0,25.06871967,93.31410447,6.205931638,134.8419069,6380
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,38,14,30.0,26.92449525,91.20106019,5.570745386,194.9022136,1785
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,8,6,33.0,28.27804288,93.64761266,6.095261013,171.9457959,670
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,23,6,33.0,29.18032562,92.73041222,6.025789594,204.9603677,1050
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,29,25,35.0,28.3575072,91.64509299,5.542873799,160.7306991,960
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,24,14,33.0,29.38072512,93.27565685,6.366219551,218.5241851,700
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,32,12,30.0,25.39241091,98.08951196,5.579845008,218.080385,1720
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,30,25,31.0,26.31270635,98.62048026,5.804965067,208.1181381,710
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,14,21,35.0,29.52501367,91.91185319,6.121005506,194.3100272,860
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,27,22,29.0,28.83214859,92.17170353,6.000248647,145.4172387,2540
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,40,5,29.0,28.48444906,97.76865458,5.820978791,160.389421,3540
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,17,11,32.0,28.74013335,93.39676499,5.620733794,156.7650823,4240
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,30,30,35.0,25.00872392,95.59224018,6.001936419,165.8092179,1890
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,28,10,30.0,29.8690834,91.14723422,6.305740522,192.7678575,2430
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,39,7,29.0,27.54273211,94.59086121,6.362544111,150.2012138,3085
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,32,20,35.0,26.52166434,98.38227669,5.588655387,144.6261698,6475
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,7,15,32.0,25.03512351,95.89739958,6.182232762,174.796583,850
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,29,17,29.0,29.20394909,95.66997327,5.959493188,211.2506267,1750
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,34,15,34.0,27.05826457,91.10510371,5.677282678,224.7006953,4140
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,14,23,25.0,26.18552389,96.96637916,5.612122797,135.4186222,500
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,18,19,29.0,27.59376845,92.48519606,6.206077742,162.8432736,1120
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,7,21,35.0,25.76011662,94.65830608,5.764812076,131.2451414,2250
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,24,27,34.0,28.87862994,95.11320315,6.203376525,145.0583117,3440
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,39,29,29.0,26.50908611,94.48414544,6.143662699,199.8778403,690
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,29,8,28.0,26.87037587,91.72546257,6.100429497,214.4128874,1845
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,10,24,27.0,27.57283516,94.90485697,5.708409601,145.9298935,4050
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,0,29,32.0,28.05912437,98.3670985,5.868255858,171.6516396,3750
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,32,11,31.0,29.51611558,92.56492864,6.461225827,131.2116167,3450
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,37,10,32.0,28.96318258,95.16333673,6.165084855,222.803013,1825
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,20,29,27.0,25.09897688,92.36099489,6.047044342,157.7592626,6200
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,31,29,35.0,27.1872282,92.19906776,6.137102505,141.3220576,2000
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,17,30,27.0,29.03065024,90.79093862,5.894027065,205.5720367,1735
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,1,12,30.0,27.754298,95.94643831,5.56222383,131.0900076,6250
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,6,13,29.0,27.31155708,99.96906006,5.832608028,201.8258633,6475
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,15,28,32.0,28.84270971,99.64328526,6.218571874,224.4016682,5430
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,27,24,29.0,26.61423461,96.97300803,6.142010637,191.006688,5010
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,3,23,30.0,29.70143197,95.65754365,6.078807239,215.1968037,6430
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,8,26,26.0,25.54759871,91.64194826,5.702484758,212.867626,980
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,20,28,26.0,26.37978453,91.49882979,5.547594847,167.0470997,820
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,26,18,27.0,27.45907759,92.90736493,5.836075368,142.1430003,2000
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,1,6,35.0,27.02269204,95.71935435,6.231662767,147.1682459,5360
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,27,30,31.0,28.98545306,90.73966792,5.718120393,148.8398374,1500
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,23,7,34.0,26.1055118,91.52421214,5.852038202,134.1279669,3170
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,0,26,31.0,25.0707247,95.02156793,5.547933273,192.9036306,4410
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,38,6,25.0,25.54963273,96.92786777,6.156259104,191.2996157,4090
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,25,12,26.0,28.56973521,95.67906668,6.436314406,134.8370348,6475
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,40,5,32.0,26.07010807,96.7036223,5.981169595,143.533473,860
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,0,19,31.0,25.51791333,94.38420565,6.271952833,178.7297725,4880
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,26,9,32.0,25.9490364,94.73860514,6.470465614,144.1571109,600
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,35,30,34.0,28.2974764,95.41122824,6.141502001,182.4482352,2320
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,19,30,30.0,29.56549169,91.40896307,5.826381164,224.8315729,500
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,31,13,33.0,29.69952329,95.21224392,6.342463714,148.3003692,1950
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,17,29,26.0,26.14162144,93.28415295,6.071897347,195.4115025,4130
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,2,30,30.0,26.00175125,94.79998418,6.331051715,209.540094,360
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,30,13,25.0,27.15116142,91.48889469,6.413184638,164.9182225,460
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,8,15,33.0,28.97318719,98.09861043,5.50158009,213.9011021,260
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,18,12,35.0,26.13958446,96.38580769,6.338720873,131.3387935,530
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,8,28,30.0,25.51618488,94.33465411,6.015672239,135.1272491,1932
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,40,22,29.0,27.55821802,99.98187601,5.735364307,174.6256481,400
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,27,10,33.0,27.81132822,97.48410555,6.465906333,154.0621221,460
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,21,20,31.0,25.60033702,99.7240104,5.855457599,165.8248732,450
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,3,9,35.0,26.91641934,99.84671638,6.318552973,225.6323656,5820
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,22,16,27.0,29.1797902,90.27214288,6.006784979,188.9252083,1310
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,27,8,30.0,26.44600063,98.29937782,6.008386283,221.2258168,1940
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,22,8,33.0,28.43572863,95.8840407,5.665785202,203.9283708,1280
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,28,27,32.0,28.94099669,93.00109012,5.764615485,191.7723087,1030
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,23,21,26.0,26.45488737,93.45042636,5.901495544,149.2220255,630
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,37,5,34.0,25.79490531,93.84150618,5.779032666,152.4238712,700
Tamil Nadu,Coimbatore,Negamam,coconut,Other,3100,3200,19,26,29.0,26.93141945,98.80313612,5.67154928,166.5712879,2090
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,18,30,29.0,26.7627493,92.86056895,6.420018717,224.5903664,2800
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,37,23,28.0,25.61294367,94.3138837,5.740054567,224.3206759,1400
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,13,28,33.0,28.130115,95.64807631,5.686972967,151.0761899,900
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,2,21,35.0,25.02887163,91.53720922,6.293662363,179.8248944,1000
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,10,18,35.0,27.79797651,99.64573002,6.381975465,181.6942283,900
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,7,11,32.0,29.25902906,95.11294697,5.542169139,184.7624496,900
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,39,5,31.0,27.10134661,93.69979946,5.551963184,150.9502632,6475
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,34,6,27.0,25.84726298,90.92669463,5.860740481,147.8888994,500
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,31,30,29.0,26.58580443,90.98617591,5.558807063,178.8116076,5800
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,25,7,35.0,28.38503882,99.18843684,5.55771171,189.6711349,900
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,16,18,26.0,28.43647052,91.81320717,5.568365926,145.5414413,1400
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,26,10,33.0,28.27298134,96.93649473,6.07071786,198.8234862,1500
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,27,8,32.0,27.00648436,96.46168931,5.627860549,144.3331315,3800
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,37,18,30.0,27.63551259,99.34854917,6.38488418,157.9171537,900
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,19,15,34.0,26.29644905,99.65809151,5.685889066,215.9195049,1775
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,0,19,33.0,27.1326009,95.23797989,6.234458417,204.7206567,1752
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,31,20,26.0,25.56567803,97.61361544,6.443168642,199.7936345,900
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,9,17,32.0,25.94951662,93.40548703,5.842317989,172.0540491,1400
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,22,11,29.0,28.03380598,95.01630593,5.955742971,218.0055713,900
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,31,6,26.0,29.12859129,91.30924833,5.741367375,157.2388553,900
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,34,6,30.0,27.0828252,97.00155491,5.948342571,171.7575545,1800
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,24,6,32.0,28.11321494,90.01734526,6.387067562,172.4813641,500
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,1,8,26.0,27.5136304,94.18955816,5.562911913,156.6732553,900
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,31,13,33.0,27.63834933,95.48763389,5.85971872,205.5463111,440
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,10,9,28.0,29.01256899,94.01014388,6.282955073,150.0500312,850
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2040,2240,36,27,26.0,26.58413917,95.78923137,6.25449571,171.6262299,3100
